week,state,region,population_density_discretized,urban_percentage_discretized,confirmed_cases_discretized,confirmed_deaths_discretized,stringency_index_discretized,government_response_index_discretized,containment_health_index_discretized,economic_support_index_discretized
47,Pennsylvania,Region3_Philadelphia,low,high,high,high,3,4,4,3
48,Pennsylvania,Region3_Philadelphia,low,high,high,high,4,4,4,3
49,Pennsylvania,Region3_Philadelphia,low,high,high,high,4,4,4,3
50,Pennsylvania,Region3_Philadelphia,low,high,high,high,4,4,4,3
51,Pennsylvania,Region3_Philadelphia,low,high,high,high,4,4,4,3
52,Pennsylvania,Region3_Philadelphia,low,high,high,high,4,4,4,3
53,Pennsylvania,Region3_Philadelphia,low,high,high,high,4,4,4,3
54,Pennsylvania,Region3_Philadelphia,low,high,high,high,3,4,4,3
55,Pennsylvania,Region3_Philadelphia,low,high,high,high,3,3,3,3
56,Pennsylvania,Region3_Philadelphia,low,high,high,high,3,4,4,3
57,Pennsylvania,Region3_Philadelphia,low,high,high,high,3,4,4,3
58,Pennsylvania,Region3_Philadelphia,low,high,high,high,3,4,4,3
59,Pennsylvania,Region3_Philadelphia,low,high,high,high,3,4,4,3
60,Pennsylvania,Region3_Philadelphia,low,high,high,high,3,4,4,3
61,Pennsylvania,Region3_Philadelphia,low,high,high,high,3,4,4,3
62,Pennsylvania,Region3_Philadelphia,low,high,high,high,3,3,3,3
63,Pennsylvania,Region3_Philadelphia,low,high,high,medium,3,3,3,3
64,Pennsylvania,Region3_Philadelphia,low,high,high,medium,3,3,3,3
65,Pennsylvania,Region3_Philadelphia,low,high,high,medium,3,3,3,3
66,Pennsylvania,Region3_Philadelphia,low,high,high,medium,3,3,3,3
67,Pennsylvania,Region3_Philadelphia,low,high,high,medium,3,3,3,3
68,Pennsylvania,Region3_Philadelphia,low,high,high,medium,3,3,3,3
1,Rhode Island,Region1_Boston,low,high,low,low,1,1,1,1
2,Rhode Island,Region1_Boston,low,high,low,low,1,1,1,1
3,Rhode Island,Region1_Boston,low,high,low,low,1,1,1,1
4,Rhode Island,Region1_Boston,low,high,low,low,1,1,1,1
5,Rhode Island,Region1_Boston,low,high,low,low,1,1,1,1
6,Rhode Island,Region1_Boston,low,high,low,low,1,1,1,1
7,Rhode Island,Region1_Boston,low,high,low,low,1,1,1,1
8,Rhode Island,Region1_Boston,low,high,low,low,1,1,1,1
9,Rhode Island,Region1_Boston,low,high,low,low,1,1,1,1
10,Rhode Island,Region1_Boston,low,high,low,low,1,1,1,1
11,Rhode Island,Region1_Boston,low,high,low,low,2,2,2,2
12,Rhode Island,Region1_Boston,low,high,low,low,4,3,3,5
13,Rhode Island,Region1_Boston,low,high,low,low,4,4,4,5
14,Rhode Island,Region1_Boston,low,high,medium,high,5,4,4,5
15,Rhode Island,Region1_Boston,low,high,high,high,5,4,4,5
16,Rhode Island,Region1_Boston,low,high,high,high,5,4,4,5
17,Rhode Island,Region1_Boston,low,high,high,high,5,4,4,5
18,Rhode Island,Region1_Boston,low,high,high,high,5,4,4,5
19,Rhode Island,Region1_Boston,low,high,high,high,5,4,4,5
20,Rhode Island,Region1_Boston,low,high,medium,high,4,4,4,5
21,Rhode Island,Region1_Boston,low,high,medium,high,4,4,4,5
22,Rhode Island,Region1_Boston,low,high,medium,high,4,4,4,5
23,Rhode Island,Region1_Boston,low,high,medium,high,4,4,4,5
24,Rhode Island,Region1_Boston,low,high,medium,medium,4,4,4,5
25,Rhode Island,Region1_Boston,low,high,low,high,4,4,4,5
26,Rhode Island,Region1_Boston,low,high,low,high,4,4,4,5
27,Rhode Island,Region1_Boston,low,high,low,medium,4,4,4,5
28,Rhode Island,Region1_Boston,low,high,low,medium,4,4,4,5
29,Rhode Island,Region1_Boston,low,high,medium,medium,4,4,4,5
30,Rhode Island,Region1_Boston,low,high,medium,medium,4,4,4,5
31,Rhode Island,Region1_Boston,low,high,medium,low,4,4,4,5
32,Rhode Island,Region1_Boston,low,high,medium,medium,4,4,4,5
33,Rhode Island,Region1_Boston,low,high,medium,medium,4,4,4,5
34,Rhode Island,Region1_Boston,low,high,medium,medium,4,4,4,5
35,Rhode Island,Region1_Boston,low,high,medium,medium,4,4,4,5
36,Rhode Island,Region1_Boston,low,high,medium,medium,4,4,4,5
37,Rhode Island,Region1_Boston,low,high,medium,medium,4,4,4,5
38,Rhode Island,Region1_Boston,low,high,medium,medium,4,4,4,5
39,Rhode Island,Region1_Boston,low,high,medium,low,4,4,4,5
40,Rhode Island,Region1_Boston,low,high,medium,medium,4,4,4,5
41,Rhode Island,Region1_Boston,low,high,medium,medium,4,4,4,5
42,Rhode Island,Region1_Boston,low,high,medium,medium,4,4,4,5
43,Rhode Island,Region1_Boston,low,high,high,medium,4,4,4,5
44,Rhode Island,Region1_Boston,low,high,high,high,4,4,4,5
45,Rhode Island,Region1_Boston,low,high,high,high,4,4,4,5
46,Rhode Island,Region1_Boston,low,high,high,high,4,4,4,5
47,Rhode Island,Region1_Boston,low,high,high,high,4,4,4,5
48,Rhode Island,Region1_Boston,low,high,high,high,4,4,4,5
49,Rhode Island,Region1_Boston,low,high,high,high,4,4,4,5
50,Rhode Island,Region1_Boston,low,high,high,high,4,4,4,5
51,Rhode Island,Region1_Boston,low,high,high,high,4,4,4,5
52,Rhode Island,Region1_Boston,low,high,high,high,4,4,4,5
53,Rhode Island,Region1_Boston,low,high,high,high,4,4,4,5
54,Rhode Island,Region1_Boston,low,high,high,high,4,4,4,4
55,Rhode Island,Region1_Boston,low,high,high,high,4,4,4,4
56,Rhode Island,Region1_Boston,low,high,high,high,4,4,4,4
57,Rhode Island,Region1_Boston,low,high,high,high,4,4,4,4
58,Rhode Island,Region1_Boston,low,high,high,high,4,4,4,4
59,Rhode Island,Region1_Boston,low,high,high,high,3,4,4,4
60,Rhode Island,Region1_Boston,low,high,high,high,3,4,4,4
61,Rhode Island,Region1_Boston,low,high,high,medium,3,4,4,4
62,Rhode Island,Region1_Boston,low,high,high,high,3,4,4,4
63,Rhode Island,Region1_Boston,low,high,high,high,3,4,4,4
64,Rhode Island,Region1_Boston,low,high,high,high,3,4,4,4
65,Rhode Island,Region1_Boston,low,high,high,medium,3,4,4,4
66,Rhode Island,Region1_Boston,low,high,high,medium,3,4,4,4
67,Rhode Island,Region1_Boston,low,high,high,medium,3,4,4,4
68,Rhode Island,Region1_Boston,low,high,high,medium,3,4,4,4
1,South Carolina,Region4_Atlanta,low,medium,low,low,1,1,1,1
2,South Carolina,Region4_Atlanta,low,medium,low,low,1,1,1,1
3,South Carolina,Region4_Atlanta,low,medium,low,low,1,1,1,1
4,South Carolina,Region4_Atlanta,low,medium,low,low,1,1,1,1
5,South Carolina,Region4_Atlanta,low,medium,low,low,1,1,1,1
6,South Carolina,Region4_Atlanta,low,medium,low,low,1,1,1,1
7,South Carolina,Region4_Atlanta,low,medium,low,low,1,1,1,1
8,South Carolina,Region4_Atlanta,low,medium,low,low,1,1,1,1
9,South Carolina,Region4_Atlanta,low,medium,low,low,1,1,1,1
10,South Carolina,Region4_Atlanta,low,medium,low,low,1,1,1,1
11,South Carolina,Region4_Atlanta,low,medium,low,low,2,2,2,1
12,South Carolina,Region4_Atlanta,low,medium,low,low,3,3,3,3
13,South Carolina,Region4_Atlanta,low,medium,low,low,4,3,3,4
14,South Carolina,Region4_Atlanta,low,medium,low,low,4,4,4,5
15,South Carolina,Region4_Atlanta,low,medium,low,medium,5,4,4,5
16,South Carolina,Region4_Atlanta,low,medium,low,medium,5,4,4,5
17,South Carolina,Region4_Atlanta,low,medium,low,medium,5,4,4,5
18,South Carolina,Region4_Atlanta,low,medium,low,medium,4,4,4,5
19,South Carolina,Region4_Atlanta,low,medium,low,medium,4,4,4,5
20,South Carolina,Region4_Atlanta,low,medium,low,medium,4,4,4,4
21,South Carolina,Region4_Atlanta,low,medium,low,medium,4,4,4,4
22,South Carolina,Region4_Atlanta,low,medium,low,medium,4,4,4,4
23,South Carolina,Region4_Atlanta,low,medium,medium,medium,4,4,4,4
24,South Carolina,Region4_Atlanta,low,medium,medium,medium,3,3,3,4
25,South Carolina,Region4_Atlanta,low,medium,medium,medium,3,3,3,4
26,South Carolina,Region4_Atlanta,low,medium,high,medium,3,3,3,4
27,South Carolina,Region4_Atlanta,low,medium,high,medium,3,3,3,4
28,South Carolina,Region4_Atlanta,low,medium,high,high,3,3,3,4
29,South Carolina,Region4_Atlanta,low,medium,high,high,3,3,3,4
30,South Carolina,Region4_Atlanta,low,medium,high,high,3,3,3,4
31,South Carolina,Region4_Atlanta,low,medium,high,high,3,3,3,3
32,South Carolina,Region4_Atlanta,low,medium,high,high,3,3,4,2
33,South Carolina,Region4_Atlanta,low,medium,medium,high,3,3,4,2
34,South Carolina,Region4_Atlanta,low,medium,medium,high,3,3,3,2
35,South Carolina,Region4_Atlanta,low,medium,medium,high,3,3,3,2
36,South Carolina,Region4_Atlanta,low,medium,medium,high,3,3,3,2
37,South Carolina,Region4_Atlanta,low,medium,high,high,3,3,3,2
38,South Carolina,Region4_Atlanta,low,medium,medium,high,3,3,3,2
39,South Carolina,Region4_Atlanta,low,medium,high,high,3,3,3,2
40,South Carolina,Region4_Atlanta,low,medium,medium,high,3,3,3,2
41,South Carolina,Region4_Atlanta,low,medium,medium,medium,3,3,3,2
42,South Carolina,Region4_Atlanta,low,medium,medium,medium,3,3,4,2
43,South Carolina,Region4_Atlanta,low,medium,medium,high,3,3,4,2
44,South Carolina,Region4_Atlanta,low,medium,high,high,3,3,4,2
45,South Carolina,Region4_Atlanta,low,medium,high,medium,3,3,4,2
46,South Carolina,Region4_Atlanta,low,medium,high,medium,3,3,4,2
47,South Carolina,Region4_Atlanta,low,medium,high,high,3,3,4,2
48,South Carolina,Region4_Atlanta,low,medium,high,medium,3,3,3,2
49,South Carolina,Region4_Atlanta,low,medium,high,high,3,3,3,2
50,South Carolina,Region4_Atlanta,low,medium,high,high,3,3,3,2
51,South Carolina,Region4_Atlanta,low,medium,high,high,3,3,3,2
52,South Carolina,Region4_Atlanta,low,medium,high,high,3,3,3,2
53,South Carolina,Region4_Atlanta,low,medium,high,high,3,3,3,2
54,South Carolina,Region4_Atlanta,low,medium,high,high,3,3,3,2
55,South Carolina,Region4_Atlanta,low,medium,high,high,3,3,3,2
56,South Carolina,Region4_Atlanta,low,medium,high,high,3,3,3,2
57,South Carolina,Region4_Atlanta,low,medium,high,high,3,3,3,2
58,South Carolina,Region4_Atlanta,low,medium,high,high,3,3,3,2
59,South Carolina,Region4_Atlanta,low,medium,high,high,3,3,3,2
60,South Carolina,Region4_Atlanta,low,medium,high,high,3,3,3,2
61,South Carolina,Region4_Atlanta,low,medium,high,high,3,3,3,2
62,South Carolina,Region4_Atlanta,low,medium,high,high,3,3,3,3
63,South Carolina,Region4_Atlanta,low,medium,high,high,2,3,3,3
64,South Carolina,Region4_Atlanta,low,medium,high,high,3,3,3,3
65,South Carolina,Region4_Atlanta,low,medium,high,high,3,3,3,3
66,South Carolina,Region4_Atlanta,low,medium,medium,medium,3,3,3,2
67,South Carolina,Region4_Atlanta,low,medium,high,medium,2,3,3,2
68,South Carolina,Region4_Atlanta,low,medium,medium,medium,2,3,3,2
1,South Dakota,Region8_Denver,low,medium,low,low,1,1,1,1
2,South Dakota,Region8_Denver,low,medium,low,low,1,1,1,1
3,South Dakota,Region8_Denver,low,medium,low,low,1,1,1,1
4,South Dakota,Region8_Denver,low,medium,low,low,1,1,1,1
5,South Dakota,Region8_Denver,low,medium,low,low,1,1,1,1
6,South Dakota,Region8_Denver,low,medium,low,low,1,1,1,1
7,South Dakota,Region8_Denver,low,medium,low,low,1,1,1,1
8,South Dakota,Region8_Denver,low,medium,low,low,1,1,1,1
9,South Dakota,Region8_Denver,low,medium,low,low,1,1,1,1
10,South Dakota,Region8_Denver,low,medium,low,low,2,1,1,1
11,South Dakota,Region8_Denver,low,medium,low,low,2,2,2,1
12,South Dakota,Region8_Denver,low,medium,low,low,3,2,2,2
13,South Dakota,Region8_Denver,low,medium,low,low,4,3,3,3
14,South Dakota,Region8_Denver,low,medium,low,low,4,3,3,4
15,South Dakota,Region8_Denver,low,medium,medium,low,4,3,3,4
16,South Dakota,Region8_Denver,low,medium,medium,low,4,3,3,4
17,South Dakota,Region8_Denver,low,medium,medium,low,4,3,3,4
18,South Dakota,Region8_Denver,low,medium,medium,medium,3,3,3,4
19,South Dakota,Region8_Denver,low,medium,medium,medium,3,3,3,4
20,South Dakota,Region8_Denver,low,medium,medium,medium,3,3,3,4
21,South Dakota,Region8_Denver,low,medium,medium,medium,3,3,3,4
22,South Dakota,Region8_Denver,low,medium,medium,medium,3,3,3,4
23,South Dakota,Region8_Denver,low,medium,medium,low,3,3,3,4
24,South Dakota,Region8_Denver,low,medium,medium,medium,3,3,3,4
25,South Dakota,Region8_Denver,low,medium,medium,medium,3,3,3,4
26,South Dakota,Region8_Denver,low,medium,medium,medium,3,3,3,4
27,South Dakota,Region8_Denver,low,medium,medium,medium,3,3,3,4
28,South Dakota,Region8_Denver,low,medium,medium,medium,3,3,3,4
29,South Dakota,Region8_Denver,low,medium,medium,medium,3,3,3,4
30,South Dakota,Region8_Denver,low,medium,medium,low,3,3,3,4
31,South Dakota,Region8_Denver,low,medium,medium,medium,3,3,3,3
32,South Dakota,Region8_Denver,low,medium,medium,medium,3,3,3,2
33,South Dakota,Region8_Denver,low,medium,medium,medium,3,3,3,2
34,South Dakota,Region8_Denver,low,medium,medium,medium,3,3,3,2
35,South Dakota,Region8_Denver,low,medium,high,medium,3,3,3,2
36,South Dakota,Region8_Denver,low,medium,high,medium,3,3,3,2
37,South Dakota,Region8_Denver,low,medium,high,medium,3,3,3,2
38,South Dakota,Region8_Denver,low,medium,high,medium,2,2,3,2
39,South Dakota,Region8_Denver,low,medium,high,medium,2,2,3,2
40,South Dakota,Region8_Denver,low,medium,high,high,2,2,3,2
41,South Dakota,Region8_Denver,low,medium,high,high,2,2,3,2
42,South Dakota,Region8_Denver,low,medium,high,high,2,2,3,2
43,South Dakota,Region8_Denver,low,medium,high,high,3,3,3,2
44,South Dakota,Region8_Denver,low,medium,high,high,3,3,3,2
45,South Dakota,Region8_Denver,low,medium,high,high,2,2,3,2
46,South Dakota,Region8_Denver,low,medium,high,high,3,2,3,2
47,South Dakota,Region8_Denver,low,medium,high,high,3,3,3,2
48,South Dakota,Region8_Denver,low,medium,high,high,3,3,3,2
49,South Dakota,Region8_Denver,low,medium,high,high,3,3,3,2
50,South Dakota,Region8_Denver,low,medium,high,high,3,3,3,2
51,South Dakota,Region8_Denver,low,medium,high,high,3,3,3,2
52,South Dakota,Region8_Denver,low,medium,high,high,3,3,3,2
53,South Dakota,Region8_Denver,low,medium,high,high,3,3,3,3
54,South Dakota,Region8_Denver,low,medium,high,high,3,3,3,3
55,South Dakota,Region8_Denver,low,medium,high,high,3,3,3,3
56,South Dakota,Region8_Denver,low,medium,high,high,3,3,3,3
57,South Dakota,Region8_Denver,low,medium,medium,high,3,3,3,3
58,South Dakota,Region8_Denver,low,medium,medium,high,3,3,3,3
59,South Dakota,Region8_Denver,low,medium,medium,high,3,3,3,3
60,South Dakota,Region8_Denver,low,medium,medium,medium,3,3,3,3
61,South Dakota,Region8_Denver,low,medium,medium,high,3,3,3,3
62,South Dakota,Region8_Denver,low,medium,medium,medium,3,3,3,3
63,South Dakota,Region8_Denver,low,medium,medium,medium,3,3,3,3
64,South Dakota,Region8_Denver,low,medium,high,medium,3,3,3,3
65,South Dakota,Region8_Denver,low,medium,high,medium,3,3,3,3
66,South Dakota,Region8_Denver,low,medium,medium,low,3,3,3,2
67,South Dakota,Region8_Denver,low,medium,high,medium,2,3,3,2
68,South Dakota,Region8_Denver,low,medium,high,medium,2,3,3,2
1,Tennessee,Region4_Atlanta,low,medium,low,low,1,1,1,1
2,Tennessee,Region4_Atlanta,low,medium,low,low,1,1,1,1
3,Tennessee,Region4_Atlanta,low,medium,low,low,1,1,1,1
4,Tennessee,Region4_Atlanta,low,medium,low,low,1,1,1,1
5,Tennessee,Region4_Atlanta,low,medium,low,low,1,1,1,1
6,Tennessee,Region4_Atlanta,low,medium,low,low,1,1,1,1
7,Tennessee,Region4_Atlanta,low,medium,low,low,1,1,1,1
8,Tennessee,Region4_Atlanta,low,medium,low,low,1,1,1,1
9,Tennessee,Region4_Atlanta,low,medium,low,low,1,1,1,1
10,Tennessee,Region4_Atlanta,low,medium,low,low,1,1,1,1
11,Tennessee,Region4_Atlanta,low,medium,low,low,2,1,2,1
12,Tennessee,Region4_Atlanta,low,medium,low,low,3,2,3,1
13,Tennessee,Region4_Atlanta,low,medium,low,low,4,3,3,2
14,Tennessee,Region4_Atlanta,low,medium,low,low,4,4,4,4
15,Tennessee,Region4_Atlanta,low,medium,low,medium,4,4,4,4
16,Tennessee,Region4_Atlanta,low,medium,low,low,4,4,4,4
17,Tennessee,Region4_Atlanta,low,medium,medium,low,4,4,4,4
18,Tennessee,Region4_Atlanta,low,medium,medium,low,4,4,4,4
19,Tennessee,Region4_Atlanta,low,medium,low,low,4,4,4,4
20,Tennessee,Region4_Atlanta,low,medium,low,medium,4,4,4,4
21,Tennessee,Region4_Atlanta,low,medium,medium,low,4,4,4,4
22,Tennessee,Region4_Atlanta,low,medium,low,low,4,4,4,4
23,Tennessee,Region4_Atlanta,low,medium,medium,medium,4,4,4,4
24,Tennessee,Region4_Atlanta,low,medium,medium,medium,4,4,4,4
25,Tennessee,Region4_Atlanta,low,medium,medium,medium,4,3,3,4
26,Tennessee,Region4_Atlanta,low,medium,medium,medium,4,3,3,4
27,Tennessee,Region4_Atlanta,low,medium,high,medium,4,3,3,4
28,Tennessee,Region4_Atlanta,low,medium,high,medium,4,4,4,4
29,Tennessee,Region4_Atlanta,low,medium,high,medium,4,4,4,4
30,Tennessee,Region4_Atlanta,low,medium,high,medium,4,4,4,4
31,Tennessee,Region4_Atlanta,low,medium,high,medium,4,3,4,3
32,Tennessee,Region4_Atlanta,low,medium,high,medium,4,3,4,2
33,Tennessee,Region4_Atlanta,low,medium,high,medium,4,3,4,2
34,Tennessee,Region4_Atlanta,low,medium,high,high,3,3,3,2
35,Tennessee,Region4_Atlanta,low,medium,high,high,3,3,3,2
36,Tennessee,Region4_Atlanta,low,medium,high,medium,3,3,3,2
37,Tennessee,Region4_Atlanta,low,medium,medium,high,3,3,3,2
38,Tennessee,Region4_Atlanta,low,medium,high,medium,3,3,3,2
39,Tennessee,Region4_Atlanta,low,medium,high,high,3,3,3,2
40,Tennessee,Region4_Atlanta,low,medium,medium,high,3,3,3,2
41,Tennessee,Region4_Atlanta,low,medium,high,high,3,3,3,2
42,Tennessee,Region4_Atlanta,low,medium,high,medium,3,3,3,2
43,Tennessee,Region4_Atlanta,low,medium,high,high,3,3,3,2
44,Tennessee,Region4_Atlanta,low,medium,high,high,3,3,3,2
45,Tennessee,Region4_Atlanta,low,medium,high,high,3,3,3,2
46,Tennessee,Region4_Atlanta,low,medium,high,high,3,3,3,2
47,Tennessee,Region4_Atlanta,low,medium,high,high,3,3,3,2
48,Tennessee,Region4_Atlanta,low,medium,high,high,3,3,3,2
49,Tennessee,Region4_Atlanta,low,medium,high,high,3,3,3,2
50,Tennessee,Region4_Atlanta,low,medium,high,high,3,3,3,2
51,Tennessee,Region4_Atlanta,low,medium,high,high,3,3,3,2
52,Tennessee,Region4_Atlanta,low,medium,high,high,4,3,4,2
53,Tennessee,Region4_Atlanta,low,medium,high,high,4,4,4,3
54,Tennessee,Region4_Atlanta,low,medium,high,high,4,4,4,3
55,Tennessee,Region4_Atlanta,low,medium,high,high,4,3,4,3
56,Tennessee,Region4_Atlanta,low,medium,high,high,3,3,3,3
57,Tennessee,Region4_Atlanta,low,medium,high,high,3,3,3,3
58,Tennessee,Region4_Atlanta,low,medium,high,high,3,3,3,3
59,Tennessee,Region4_Atlanta,low,medium,high,high,3,3,3,3
60,Tennessee,Region4_Atlanta,low,medium,medium,high,3,3,3,3
61,Tennessee,Region4_Atlanta,low,medium,high,high,3,3,3,3
62,Tennessee,Region4_Atlanta,low,medium,medium,medium,3,3,3,3
63,Tennessee,Region4_Atlanta,low,medium,medium,medium,3,3,3,3
64,Tennessee,Region4_Atlanta,low,medium,medium,medium,3,3,3,3
65,Tennessee,Region4_Atlanta,low,medium,medium,medium,3,3,3,3
66,Tennessee,Region4_Atlanta,low,medium,medium,medium,3,3,3,2
67,Tennessee,Region4_Atlanta,low,medium,medium,medium,3,3,3,2
68,Tennessee,Region4_Atlanta,low,medium,medium,medium,3,3,3,2
1,Texas,Region6_Dallas,low,high,low,low,1,1,1,1
2,Texas,Region6_Dallas,low,high,low,low,1,1,1,1
3,Texas,Region6_Dallas,low,high,low,low,1,1,1,1
4,Texas,Region6_Dallas,low,high,low,low,1,1,1,1
5,Texas,Region6_Dallas,low,high,low,low,1,1,1,1
6,Texas,Region6_Dallas,low,high,low,low,1,1,1,1
7,Texas,Region6_Dallas,low,high,low,low,1,1,1,1
8,Texas,Region6_Dallas,low,high,low,low,1,1,1,1
9,Texas,Region6_Dallas,low,high,low,low,1,1,1,1
10,Texas,Region6_Dallas,low,high,low,low,1,1,1,1
11,Texas,Region6_Dallas,low,high,low,low,1,1,1,1
12,Texas,Region6_Dallas,low,high,low,low,3,3,3,1
13,Texas,Region6_Dallas,low,high,low,low,4,3,3,3
14,Texas,Region6_Dallas,low,high,low,low,4,4,4,4
15,Texas,Region6_Dallas,low,high,low,low,4,4,4,4
16,Texas,Region6_Dallas,low,high,low,medium,4,4,4,4
17,Texas,Region6_Dallas,low,high,low,medium,4,4,4,4
18,Texas,Region6_Dallas,low,high,low,medium,4,4,4,4
19,Texas,Region6_Dallas,low,high,low,medium,4,4,4,4
20,Texas,Region6_Dallas,low,high,low,medium,4,4,4,4
21,Texas,Region6_Dallas,low,high,low,medium,4,4,3,4
22,Texas,Region6_Dallas,low,high,low,low,3,3,3,4
23,Texas,Region6_Dallas,low,high,medium,low,3,3,3,4
24,Texas,Region6_Dallas,low,high,medium,medium,3,3,3,4
25,Texas,Region6_Dallas,low,high,medium,medium,3,3,3,4
26,Texas,Region6_Dallas,low,high,medium,medium,3,3,3,4
27,Texas,Region6_Dallas,low,high,high,medium,3,3,3,4
28,Texas,Region6_Dallas,low,high,high,high,3,3,3,4
29,Texas,Region6_Dallas,low,high,high,high,3,3,3,4
30,Texas,Region6_Dallas,low,high,high,high,3,3,3,4
31,Texas,Region6_Dallas,low,high,high,high,3,3,3,3
32,Texas,Region6_Dallas,low,high,high,high,3,3,3,2
33,Texas,Region6_Dallas,low,high,high,high,3,3,3,2
34,Texas,Region6_Dallas,low,high,medium,high,3,3,3,2
35,Texas,Region6_Dallas,low,high,medium,high,3,3,3,2
36,Texas,Region6_Dallas,low,high,medium,high,3,3,3,2
37,Texas,Region6_Dallas,low,high,medium,high,3,3,3,2
38,Texas,Region6_Dallas,low,high,medium,high,3,3,3,2
39,Texas,Region6_Dallas,low,high,high,high,3,3,3,2
40,Texas,Region6_Dallas,low,high,medium,medium,3,3,3,2
41,Texas,Region6_Dallas,low,high,medium,high,3,3,3,2
42,Texas,Region6_Dallas,low,high,medium,medium,3,3,3,2
43,Texas,Region6_Dallas,low,high,high,medium,3,3,3,2
44,Texas,Region6_Dallas,low,high,high,medium,3,3,3,2
45,Texas,Region6_Dallas,low,high,high,high,3,3,3,2
46,Texas,Region6_Dallas,low,high,high,high,3,3,3,2
47,Texas,Region6_Dallas,low,high,high,high,3,3,3,2
48,Texas,Region6_Dallas,low,high,high,high,3,3,3,2
49,Texas,Region6_Dallas,low,high,high,high,3,3,3,2
50,Texas,Region6_Dallas,low,high,high,high,3,3,3,2
51,Texas,Region6_Dallas,low,high,high,high,3,3,3,2
52,Texas,Region6_Dallas,low,high,high,high,3,3,3,2
53,Texas,Region6_Dallas,low,high,high,high,3,3,3,3
54,Texas,Region6_Dallas,low,high,high,high,3,3,3,3
55,Texas,Region6_Dallas,low,high,high,high,3,3,3,3
56,Texas,Region6_Dallas,low,high,high,high,3,3,3,3
57,Texas,Region6_Dallas,low,high,high,high,3,3,3,3
58,Texas,Region6_Dallas,low,high,high,high,3,3,3,3
59,Texas,Region6_Dallas,low,high,high,high,3,3,3,3
60,Texas,Region6_Dallas,low,high,medium,high,3,3,3,2
61,Texas,Region6_Dallas,low,high,high,high,3,3,3,2
62,Texas,Region6_Dallas,low,high,high,high,3,3,3,2
63,Texas,Region6_Dallas,low,high,medium,high,3,3,3,2
64,Texas,Region6_Dallas,low,high,medium,high,3,3,3,2
65,Texas,Region6_Dallas,low,high,medium,high,3,3,3,2
66,Texas,Region6_Dallas,low,high,medium,medium,3,3,3,2
67,Texas,Region6_Dallas,low,high,medium,medium,3,3,3,2
68,Texas,Region6_Dallas,low,high,medium,medium,3,3,3,2
1,Utah,Region8_Denver,low,high,low,low,1,1,1,1
2,Utah,Region8_Denver,low,high,low,low,1,1,1,1
3,Utah,Region8_Denver,low,high,low,low,1,1,1,1
4,Utah,Region8_Denver,low,high,low,low,1,1,1,1
5,Utah,Region8_Denver,low,high,low,low,1,1,1,1
6,Utah,Region8_Denver,low,high,low,low,1,1,1,1
7,Utah,Region8_Denver,low,high,low,low,1,1,1,1
8,Utah,Region8_Denver,low,high,low,low,1,1,1,1
9,Utah,Region8_Denver,low,high,low,low,1,1,1,1
10,Utah,Region8_Denver,low,high,low,low,1,1,1,1
11,Utah,Region8_Denver,low,high,low,low,2,2,2,1
12,Utah,Region8_Denver,low,high,low,low,3,3,3,1
13,Utah,Region8_Denver,low,high,low,low,4,3,3,2
14,Utah,Region8_Denver,low,high,low,low,4,3,3,4
15,Utah,Region8_Denver,low,high,low,low,4,3,3,4
16,Utah,Region8_Denver,low,high,low,low,4,3,3,4
17,Utah,Region8_Denver,low,high,low,low,4,3,3,4
18,Utah,Region8_Denver,low,high,low,low,4,3,3,4
19,Utah,Region8_Denver,low,high,low,low,3,3,3,4
20,Utah,Region8_Denver,low,high,low,low,3,3,3,4
21,Utah,Region8_Denver,low,high,low,low,3,3,3,4
22,Utah,Region8_Denver,low,high,medium,low,3,3,3,4
23,Utah,Region8_Denver,low,high,medium,low,3,3,3,4
24,Utah,Region8_Denver,low,high,medium,low,3,3,3,4
25,Utah,Region8_Denver,low,high,medium,low,3,3,3,4
26,Utah,Region8_Denver,low,high,medium,low,3,3,3,4
27,Utah,Region8_Denver,low,high,medium,low,3,3,3,4
28,Utah,Region8_Denver,low,high,high,medium,3,3,3,4
29,Utah,Region8_Denver,low,high,high,medium,3,3,3,4
30,Utah,Region8_Denver,low,high,medium,medium,3,3,3,3
31,Utah,Region8_Denver,low,high,medium,medium,3,3,3,2
32,Utah,Region8_Denver,low,high,medium,medium,3,3,3,1
33,Utah,Region8_Denver,low,high,medium,medium,3,3,3,1
34,Utah,Region8_Denver,low,high,medium,medium,3,3,3,1
35,Utah,Region8_Denver,low,high,medium,medium,3,3,3,1
36,Utah,Region8_Denver,low,high,medium,low,3,3,3,2
37,Utah,Region8_Denver,low,high,medium,low,3,3,3,2
38,Utah,Region8_Denver,low,high,high,low,3,3,3,2
39,Utah,Region8_Denver,low,high,high,low,3,3,3,2
40,Utah,Region8_Denver,low,high,high,medium,3,3,3,2
41,Utah,Region8_Denver,low,high,high,medium,3,3,3,2
42,Utah,Region8_Denver,low,high,high,medium,3,3,3,2
43,Utah,Region8_Denver,low,high,high,medium,3,3,3,2
44,Utah,Region8_Denver,low,high,high,medium,3,3,3,2
45,Utah,Region8_Denver,low,high,high,medium,3,3,3,2
46,Utah,Region8_Denver,low,high,high,medium,3,3,3,2
47,Utah,Region8_Denver,low,high,high,high,3,3,3,2
48,Utah,Region8_Denver,low,high,high,high,3,3,3,2
49,Utah,Region8_Denver,low,high,high,high,3,3,3,2
