week,state,region,population_density_discretized,urban_percentage_discretized,confirmed_cases_discretized,confirmed_deaths_discretized,stringency_index_discretized,government_response_index_discretized,containment_health_index_discretized,economic_support_index_discretized
4,Connecticut,Region1_Boston,medium,high,low,low,1,1,1,1
5,Connecticut,Region1_Boston,medium,high,low,low,1,1,1,1
6,Connecticut,Region1_Boston,medium,high,low,low,1,1,1,1
7,Connecticut,Region1_Boston,medium,high,low,low,1,1,1,1
8,Connecticut,Region1_Boston,medium,high,low,low,1,1,1,1
9,Connecticut,Region1_Boston,medium,high,low,low,1,1,1,1
10,Connecticut,Region1_Boston,medium,high,low,low,1,1,1,1
11,Connecticut,Region1_Boston,medium,high,low,low,2,2,2,1
12,Connecticut,Region1_Boston,medium,high,low,low,4,3,3,2
13,Connecticut,Region1_Boston,medium,high,medium,medium,4,3,4,3
14,Connecticut,Region1_Boston,medium,high,medium,high,4,4,4,5
15,Connecticut,Region1_Boston,medium,high,high,high,4,4,4,5
16,Connecticut,Region1_Boston,medium,high,high,high,4,4,4,5
17,Connecticut,Region1_Boston,medium,high,high,high,4,4,4,5
18,Connecticut,Region1_Boston,medium,high,medium,high,4,4,4,5
19,Connecticut,Region1_Boston,medium,high,medium,high,4,4,4,5
20,Connecticut,Region1_Boston,medium,high,medium,high,4,4,4,5
21,Connecticut,Region1_Boston,medium,high,medium,high,4,4,4,5
22,Connecticut,Region1_Boston,medium,high,medium,high,4,4,4,5
23,Connecticut,Region1_Boston,medium,high,medium,high,4,4,4,5
24,Connecticut,Region1_Boston,medium,high,low,high,4,4,4,5
25,Connecticut,Region1_Boston,medium,high,low,medium,4,4,4,5
26,Connecticut,Region1_Boston,medium,high,low,medium,4,4,4,5
27,Connecticut,Region1_Boston,medium,high,low,low,4,4,4,5
28,Connecticut,Region1_Boston,medium,high,low,low,4,4,4,5
29,Connecticut,Region1_Boston,medium,high,low,medium,4,4,4,5
30,Connecticut,Region1_Boston,medium,high,low,low,4,4,4,5
31,Connecticut,Region1_Boston,medium,high,low,low,4,4,4,5
32,Connecticut,Region1_Boston,medium,high,low,low,4,4,4,4
33,Connecticut,Region1_Boston,medium,high,low,low,4,4,4,4
34,Connecticut,Region1_Boston,medium,high,low,low,4,4,4,4
35,Connecticut,Region1_Boston,medium,high,low,low,4,4,4,4
36,Connecticut,Region1_Boston,medium,high,low,low,4,4,4,4
37,Connecticut,Region1_Boston,medium,high,low,low,4,4,4,4
38,Connecticut,Region1_Boston,medium,high,low,low,4,4,4,4
39,Connecticut,Region1_Boston,medium,high,low,low,4,4,4,4
40,Connecticut,Region1_Boston,medium,high,medium,low,4,4,4,4
41,Connecticut,Region1_Boston,medium,high,medium,low,4,4,4,4
42,Connecticut,Region1_Boston,medium,high,medium,low,4,4,4,4
43,Connecticut,Region1_Boston,medium,high,medium,medium,4,4,4,4
44,Connecticut,Region1_Boston,medium,high,high,medium,4,4,4,4
45,Connecticut,Region1_Boston,medium,high,high,medium,4,4,4,4
46,Connecticut,Region1_Boston,medium,high,high,medium,4,4,4,4
47,Connecticut,Region1_Boston,medium,high,high,high,4,4,4,4
48,Connecticut,Region1_Boston,medium,high,high,high,4,4,4,4
49,Connecticut,Region1_Boston,medium,high,high,high,4,4,4,4
50,Connecticut,Region1_Boston,medium,high,high,high,4,4,4,4
51,Connecticut,Region1_Boston,medium,high,high,high,4,4,4,4
52,Connecticut,Region1_Boston,medium,high,high,high,4,4,4,4
53,Connecticut,Region1_Boston,medium,high,high,high,4,4,4,4
54,Connecticut,Region1_Boston,medium,high,high,high,4,4,4,4
55,Connecticut,Region1_Boston,medium,high,high,high,4,4,4,4
56,Connecticut,Region1_Boston,medium,high,high,high,4,4,4,4
57,Connecticut,Region1_Boston,medium,high,high,high,4,4,4,4
58,Connecticut,Region1_Boston,medium,high,high,high,4,4,4,4
59,Connecticut,Region1_Boston,medium,high,high,high,4,4,4,4
60,Connecticut,Region1_Boston,medium,high,high,high,4,4,4,4
61,Connecticut,Region1_Boston,medium,high,high,high,4,4,4,4
62,Connecticut,Region1_Boston,medium,high,high,high,4,4,4,4
63,Connecticut,Region1_Boston,medium,high,high,medium,4,4,4,4
64,Connecticut,Region1_Boston,medium,high,high,medium,3,4,4,4
65,Connecticut,Region1_Boston,medium,high,high,medium,3,4,4,4
66,Connecticut,Region1_Boston,medium,high,high,medium,3,4,4,4
67,Connecticut,Region1_Boston,medium,high,high,medium,3,4,4,4
68,Connecticut,Region1_Boston,medium,high,high,medium,3,4,4,4
1,Delaware,Region3_Philadelphia,medium,high,low,low,1,1,1,1
2,Delaware,Region3_Philadelphia,medium,high,low,low,1,1,1,1
3,Delaware,Region3_Philadelphia,medium,high,low,low,1,1,1,1
4,Delaware,Region3_Philadelphia,medium,high,low,low,1,1,1,1
5,Delaware,Region3_Philadelphia,medium,high,low,low,1,1,1,1
6,Delaware,Region3_Philadelphia,medium,high,low,low,1,1,1,1
7,Delaware,Region3_Philadelphia,medium,high,low,low,1,1,1,1
8,Delaware,Region3_Philadelphia,medium,high,low,low,1,1,1,1
9,Delaware,Region3_Philadelphia,medium,high,low,low,1,1,1,1
10,Delaware,Region3_Philadelphia,medium,high,low,low,1,1,1,1
11,Delaware,Region3_Philadelphia,medium,high,low,low,2,2,2,1
12,Delaware,Region3_Philadelphia,medium,high,low,low,4,3,3,1
13,Delaware,Region3_Philadelphia,medium,high,low,low,4,3,3,4
14,Delaware,Region3_Philadelphia,medium,high,medium,medium,5,4,4,5
15,Delaware,Region3_Philadelphia,medium,high,medium,high,5,4,4,5
16,Delaware,Region3_Philadelphia,medium,high,medium,high,5,4,4,5
17,Delaware,Region3_Philadelphia,medium,high,high,high,5,4,4,5
18,Delaware,Region3_Philadelphia,medium,high,medium,high,5,4,4,5
19,Delaware,Region3_Philadelphia,medium,high,medium,high,5,4,4,5
20,Delaware,Region3_Philadelphia,medium,high,high,high,5,4,4,5
21,Delaware,Region3_Philadelphia,medium,high,medium,high,5,4,4,5
22,Delaware,Region3_Philadelphia,medium,high,medium,high,5,4,4,5
23,Delaware,Region3_Philadelphia,medium,high,medium,high,4,4,4,5
24,Delaware,Region3_Philadelphia,medium,high,low,medium,4,4,4,5
25,Delaware,Region3_Philadelphia,medium,high,medium,medium,4,4,4,5
26,Delaware,Region3_Philadelphia,medium,high,medium,medium,4,4,4,5
27,Delaware,Region3_Philadelphia,medium,high,medium,medium,4,4,4,4
28,Delaware,Region3_Philadelphia,medium,high,medium,medium,4,4,4,4
29,Delaware,Region3_Philadelphia,medium,high,medium,medium,4,4,4,4
30,Delaware,Region3_Philadelphia,medium,high,medium,medium,4,4,4,4
31,Delaware,Region3_Philadelphia,medium,high,medium,low,4,4,4,3
32,Delaware,Region3_Philadelphia,medium,high,medium,low,4,4,4,2
33,Delaware,Region3_Philadelphia,medium,high,medium,low,4,4,4,2
34,Delaware,Region3_Philadelphia,medium,high,medium,low,4,4,4,2
35,Delaware,Region3_Philadelphia,medium,high,medium,low,4,4,4,2
36,Delaware,Region3_Philadelphia,medium,high,medium,medium,4,4,4,4
37,Delaware,Region3_Philadelphia,medium,high,medium,low,3,3,3,4
38,Delaware,Region3_Philadelphia,medium,high,medium,low,3,3,3,4
39,Delaware,Region3_Philadelphia,medium,high,medium,medium,3,3,3,4
40,Delaware,Region3_Philadelphia,medium,high,medium,medium,3,3,3,4
41,Delaware,Region3_Philadelphia,medium,high,medium,medium,3,3,3,4
42,Delaware,Region3_Philadelphia,medium,high,medium,medium,3,3,3,4
43,Delaware,Region3_Philadelphia,medium,high,medium,high,3,3,3,4
44,Delaware,Region3_Philadelphia,medium,high,medium,high,3,3,3,4
45,Delaware,Region3_Philadelphia,medium,high,high,medium,3,3,3,4
46,Delaware,Region3_Philadelphia,medium,high,high,medium,3,3,3,4
47,Delaware,Region3_Philadelphia,medium,high,high,medium,3,3,3,4
48,Delaware,Region3_Philadelphia,medium,high,high,high,3,4,4,4
49,Delaware,Region3_Philadelphia,medium,high,high,high,3,4,4,4
50,Delaware,Region3_Philadelphia,medium,high,high,high,3,4,4,4
51,Delaware,Region3_Philadelphia,medium,high,high,high,4,4,4,4
52,Delaware,Region3_Philadelphia,medium,high,high,high,4,4,4,4
53,Delaware,Region3_Philadelphia,medium,high,high,high,4,4,4,4
54,Delaware,Region3_Philadelphia,medium,high,high,high,4,4,4,4
55,Delaware,Region3_Philadelphia,medium,high,high,high,4,4,4,4
56,Delaware,Region3_Philadelphia,medium,high,high,high,4,4,4,4
57,Delaware,Region3_Philadelphia,medium,high,high,high,4,4,4,4
58,Delaware,Region3_Philadelphia,medium,high,high,high,4,4,4,4
59,Delaware,Region3_Philadelphia,medium,high,high,high,4,4,4,4
60,Delaware,Region3_Philadelphia,medium,high,high,low,3,4,4,4
61,Delaware,Region3_Philadelphia,medium,high,high,high,3,3,3,4
62,Delaware,Region3_Philadelphia,medium,high,high,high,3,3,3,4
63,Delaware,Region3_Philadelphia,medium,high,high,high,3,3,3,4
64,Delaware,Region3_Philadelphia,medium,high,high,high,3,3,3,4
65,Delaware,Region3_Philadelphia,medium,high,high,medium,3,3,3,4
66,Delaware,Region3_Philadelphia,medium,high,high,high,3,3,3,4
67,Delaware,Region3_Philadelphia,medium,high,high,medium,3,3,3,4
68,Delaware,Region3_Philadelphia,medium,high,high,high,3,3,3,4
1,Florida,Region4_Atlanta,medium,high,low,low,1,1,1,1
2,Florida,Region4_Atlanta,medium,high,low,low,1,1,1,1
3,Florida,Region4_Atlanta,medium,high,low,low,1,1,1,1
4,Florida,Region4_Atlanta,medium,high,low,low,1,1,1,1
5,Florida,Region4_Atlanta,medium,high,low,low,1,1,1,1
6,Florida,Region4_Atlanta,medium,high,low,low,1,1,1,1
7,Florida,Region4_Atlanta,medium,high,low,low,1,1,1,1
8,Florida,Region4_Atlanta,medium,high,low,low,1,1,1,1
9,Florida,Region4_Atlanta,medium,high,low,low,1,1,1,1
10,Florida,Region4_Atlanta,medium,high,low,low,1,1,1,1
11,Florida,Region4_Atlanta,medium,high,low,low,2,2,2,1
12,Florida,Region4_Atlanta,medium,high,low,low,4,3,3,2
13,Florida,Region4_Atlanta,medium,high,low,low,4,3,4,3
14,Florida,Region4_Atlanta,medium,high,medium,medium,4,4,4,4
15,Florida,Region4_Atlanta,medium,high,low,medium,5,4,4,5
16,Florida,Region4_Atlanta,medium,high,low,medium,5,4,4,5
17,Florida,Region4_Atlanta,medium,high,low,medium,5,4,4,5
18,Florida,Region4_Atlanta,medium,high,low,medium,5,4,4,5
19,Florida,Region4_Atlanta,medium,high,low,medium,4,4,4,5
20,Florida,Region4_Atlanta,medium,high,low,medium,4,4,4,5
21,Florida,Region4_Atlanta,medium,high,low,medium,4,4,4,5
22,Florida,Region4_Atlanta,medium,high,low,medium,4,4,4,5
23,Florida,Region4_Atlanta,medium,high,low,medium,4,4,4,5
24,Florida,Region4_Atlanta,medium,high,medium,medium,4,4,4,5
25,Florida,Region4_Atlanta,medium,high,medium,medium,4,4,4,5
26,Florida,Region4_Atlanta,medium,high,high,medium,4,4,4,5
27,Florida,Region4_Atlanta,medium,high,high,medium,4,4,4,5
28,Florida,Region4_Atlanta,medium,high,high,high,4,4,4,5
29,Florida,Region4_Atlanta,medium,high,high,high,4,4,4,5
30,Florida,Region4_Atlanta,medium,high,high,high,4,4,4,5
31,Florida,Region4_Atlanta,medium,high,high,high,4,4,4,4
32,Florida,Region4_Atlanta,medium,high,high,high,4,4,4,4
33,Florida,Region4_Atlanta,medium,high,high,high,4,4,4,4
34,Florida,Region4_Atlanta,medium,high,medium,high,4,4,4,4
35,Florida,Region4_Atlanta,medium,high,medium,high,4,4,4,4
36,Florida,Region4_Atlanta,medium,high,medium,high,4,4,4,4
37,Florida,Region4_Atlanta,medium,high,medium,high,4,3,4,3
38,Florida,Region4_Atlanta,medium,high,medium,high,4,3,4,3
39,Florida,Region4_Atlanta,medium,high,medium,high,3,3,3,3
40,Florida,Region4_Atlanta,medium,high,medium,high,3,3,3,2
41,Florida,Region4_Atlanta,medium,high,medium,high,2,3,3,2
42,Florida,Region4_Atlanta,medium,high,medium,high,2,3,3,2
43,Florida,Region4_Atlanta,medium,high,medium,medium,2,3,3,2
44,Florida,Region4_Atlanta,medium,high,high,medium,2,3,3,2
45,Florida,Region4_Atlanta,medium,high,high,medium,2,3,3,2
46,Florida,Region4_Atlanta,medium,high,high,medium,2,3,3,2
47,Florida,Region4_Atlanta,medium,high,high,high,2,3,3,2
48,Florida,Region4_Atlanta,medium,high,high,high,2,3,3,2
49,Florida,Region4_Atlanta,medium,high,high,high,2,3,3,2
50,Florida,Region4_Atlanta,medium,high,high,high,2,3,3,2
51,Florida,Region4_Atlanta,medium,high,high,high,3,3,3,2
52,Florida,Region4_Atlanta,medium,high,high,high,3,3,3,2
53,Florida,Region4_Atlanta,medium,high,high,high,3,3,3,3
54,Florida,Region4_Atlanta,medium,high,high,high,3,3,3,3
55,Florida,Region4_Atlanta,medium,high,high,high,3,3,3,3
56,Florida,Region4_Atlanta,medium,high,high,high,3,3,3,3
57,Florida,Region4_Atlanta,medium,high,high,high,3,3,3,3
58,Florida,Region4_Atlanta,medium,high,high,high,3,3,3,3
59,Florida,Region4_Atlanta,medium,high,high,high,3,3,3,3
60,Florida,Region4_Atlanta,medium,high,high,high,3,3,3,3
61,Florida,Region4_Atlanta,medium,high,high,high,3,3,3,3
62,Florida,Region4_Atlanta,medium,high,high,high,3,3,3,3
63,Florida,Region4_Atlanta,medium,high,high,high,3,3,3,3
64,Florida,Region4_Atlanta,medium,high,high,high,3,3,3,3
65,Florida,Region4_Atlanta,medium,high,high,medium,3,3,3,3
66,Florida,Region4_Atlanta,medium,high,high,high,3,3,3,2
67,Florida,Region4_Atlanta,medium,high,high,medium,3,3,4,2
68,Florida,Region4_Atlanta,medium,high,high,medium,3,3,3,2
1,Georgia,Region4_Atlanta,low,high,low,low,1,1,1,1
2,Georgia,Region4_Atlanta,low,high,low,low,1,1,1,1
3,Georgia,Region4_Atlanta,low,high,low,low,1,1,1,1
4,Georgia,Region4_Atlanta,low,high,low,low,1,1,1,1
5,Georgia,Region4_Atlanta,low,high,low,low,1,1,1,1
6,Georgia,Region4_Atlanta,low,high,low,low,1,1,1,1
7,Georgia,Region4_Atlanta,low,high,low,low,1,1,1,1
8,Georgia,Region4_Atlanta,low,high,low,low,1,1,1,1
9,Georgia,Region4_Atlanta,low,high,low,low,1,1,1,1
10,Georgia,Region4_Atlanta,low,high,low,low,1,1,1,1
11,Georgia,Region4_Atlanta,low,high,low,low,1,1,1,1
12,Georgia,Region4_Atlanta,low,high,low,low,3,2,2,1
13,Georgia,Region4_Atlanta,low,high,low,low,3,3,3,3
14,Georgia,Region4_Atlanta,low,high,medium,medium,4,3,3,5
15,Georgia,Region4_Atlanta,low,high,medium,medium,4,4,4,5
16,Georgia,Region4_Atlanta,low,high,medium,high,4,4,4,5
17,Georgia,Region4_Atlanta,low,high,medium,medium,4,4,4,5
18,Georgia,Region4_Atlanta,low,high,medium,high,4,4,4,5
19,Georgia,Region4_Atlanta,low,high,medium,medium,4,4,4,5
20,Georgia,Region4_Atlanta,low,high,medium,medium,4,4,4,5
21,Georgia,Region4_Atlanta,low,high,medium,medium,4,4,4,5
22,Georgia,Region4_Atlanta,low,high,medium,medium,4,4,4,5
23,Georgia,Region4_Atlanta,low,high,medium,medium,4,4,4,5
24,Georgia,Region4_Atlanta,low,high,medium,high,4,4,4,5
25,Georgia,Region4_Atlanta,low,high,medium,medium,4,4,4,5
26,Georgia,Region4_Atlanta,low,high,medium,medium,4,4,4,5
27,Georgia,Region4_Atlanta,low,high,high,medium,4,4,4,5
28,Georgia,Region4_Atlanta,low,high,high,medium,4,4,4,5
29,Georgia,Region4_Atlanta,low,high,high,medium,4,4,4,5
30,Georgia,Region4_Atlanta,low,high,high,high,4,4,4,5
31,Georgia,Region4_Atlanta,low,high,high,high,4,4,4,4
32,Georgia,Region4_Atlanta,low,high,high,high,4,4,4,4
33,Georgia,Region4_Atlanta,low,high,high,high,4,4,4,4
34,Georgia,Region4_Atlanta,low,high,high,high,4,4,4,4
35,Georgia,Region4_Atlanta,low,high,high,high,4,4,4,4
36,Georgia,Region4_Atlanta,low,high,high,high,4,4,4,4
37,Georgia,Region4_Atlanta,low,high,medium,high,4,4,4,3
38,Georgia,Region4_Atlanta,low,high,medium,high,4,3,3,2
39,Georgia,Region4_Atlanta,low,high,medium,high,4,3,3,3
40,Georgia,Region4_Atlanta,low,high,medium,medium,4,3,3,3
41,Georgia,Region4_Atlanta,low,high,medium,high,3,3,3,3
42,Georgia,Region4_Atlanta,low,high,medium,medium,3,3,3,3
43,Georgia,Region4_Atlanta,low,high,medium,medium,3,3,3,3
44,Georgia,Region4_Atlanta,low,high,medium,medium,3,3,3,3
45,Georgia,Region4_Atlanta,low,high,high,high,3,3,3,3
46,Georgia,Region4_Atlanta,low,high,high,high,3,3,3,3
47,Georgia,Region4_Atlanta,low,high,high,high,3,3,3,3
48,Georgia,Region4_Atlanta,low,high,high,high,3,3,3,3
49,Georgia,Region4_Atlanta,low,high,high,high,3,3,3,3
50,Georgia,Region4_Atlanta,low,high,high,high,3,3,3,3
51,Georgia,Region4_Atlanta,low,high,high,high,3,3,3,3
52,Georgia,Region4_Atlanta,low,high,high,high,3,3,3,3
53,Georgia,Region4_Atlanta,low,high,high,high,3,4,3,4
54,Georgia,Region4_Atlanta,low,high,high,high,3,4,3,4
55,Georgia,Region4_Atlanta,low,high,high,high,3,3,3,4
56,Georgia,Region4_Atlanta,low,high,high,high,3,3,3,4
57,Georgia,Region4_Atlanta,low,high,high,high,3,4,3,4
58,Georgia,Region4_Atlanta,low,high,high,high,3,4,3,4
59,Georgia,Region4_Atlanta,low,high,high,high,3,4,3,4
60,Georgia,Region4_Atlanta,low,high,high,high,3,4,3,4
61,Georgia,Region4_Atlanta,low,high,high,high,3,3,3,4
62,Georgia,Region4_Atlanta,low,high,high,high,3,3,3,3
63,Georgia,Region4_Atlanta,low,high,medium,high,3,3,3,3
64,Georgia,Region4_Atlanta,low,high,medium,high,3,3,3,3
65,Georgia,Region4_Atlanta,low,high,medium,high,3,3,3,3
66,Georgia,Region4_Atlanta,low,high,medium,high,3,3,3,2
67,Georgia,Region4_Atlanta,low,high,medium,high,3,3,3,2
68,Georgia,Region4_Atlanta,low,high,medium,high,2,3,3,2
1,Hawaii,Region9_SanFrancisco,low,high,low,low,1,1,1,1
2,Hawaii,Region9_SanFrancisco,low,high,low,low,1,1,1,1
3,Hawaii,Region9_SanFrancisco,low,high,low,low,1,1,1,1
4,Hawaii,Region9_SanFrancisco,low,high,low,low,1,1,1,1
5,Hawaii,Region9_SanFrancisco,low,high,low,low,1,1,1,1
6,Hawaii,Region9_SanFrancisco,low,high,low,low,1,1,1,1
7,Hawaii,Region9_SanFrancisco,low,high,low,low,1,1,1,1
8,Hawaii,Region9_SanFrancisco,low,high,low,low,1,1,1,1
9,Hawaii,Region9_SanFrancisco,low,high,low,low,1,1,1,1
10,Hawaii,Region9_SanFrancisco,low,high,low,low,1,1,1,1
11,Hawaii,Region9_SanFrancisco,low,high,low,low,2,2,2,1
12,Hawaii,Region9_SanFrancisco,low,high,low,low,2,2,2,1
13,Hawaii,Region9_SanFrancisco,low,high,low,low,4,3,3,2
14,Hawaii,Region9_SanFrancisco,low,high,low,low,4,4,4,4
15,Hawaii,Region9_SanFrancisco,low,high,low,low,4,4,4,4
16,Hawaii,Region9_SanFrancisco,low,high,low,low,4,4,4,4
17,Hawaii,Region9_SanFrancisco,low,high,low,low,4,4,4,4
18,Hawaii,Region9_SanFrancisco,low,high,low,low,4,4,4,4
19,Hawaii,Region9_SanFrancisco,low,high,low,low,4,4,4,4
20,Hawaii,Region9_SanFrancisco,low,high,low,low,4,4,4,4
21,Hawaii,Region9_SanFrancisco,low,high,low,low,4,4,4,4
22,Hawaii,Region9_SanFrancisco,low,high,low,low,4,4,4,4
23,Hawaii,Region9_SanFrancisco,low,high,low,low,4,4,4,4
24,Hawaii,Region9_SanFrancisco,low,high,low,low,4,4,4,4
25,Hawaii,Region9_SanFrancisco,low,high,low,low,4,4,4,4
26,Hawaii,Region9_SanFrancisco,low,high,low,low,4,4,4,4
27,Hawaii,Region9_SanFrancisco,low,high,low,low,4,4,4,4
28,Hawaii,Region9_SanFrancisco,low,high,low,low,4,4,4,4
29,Hawaii,Region9_SanFrancisco,low,high,low,low,4,4,4,4
30,Hawaii,Region9_SanFrancisco,low,high,low,low,5,4,4,4
31,Hawaii,Region9_SanFrancisco,low,high,medium,low,5,4,4,3
32,Hawaii,Region9_SanFrancisco,low,high,medium,low,5,4,4,2
33,Hawaii,Region9_SanFrancisco,low,high,medium,low,5,4,4,2
34,Hawaii,Region9_SanFrancisco,low,high,medium,low,5,4,4,2
35,Hawaii,Region9_SanFrancisco,low,high,medium,medium,4,4,4,4
36,Hawaii,Region9_SanFrancisco,low,high,medium,medium,4,4,4,4
37,Hawaii,Region9_SanFrancisco,low,high,medium,medium,4,4,4,4
38,Hawaii,Region9_SanFrancisco,low,high,medium,medium,4,4,4,4
39,Hawaii,Region9_SanFrancisco,low,high,medium,medium,4,4,4,4
40,Hawaii,Region9_SanFrancisco,low,high,medium,medium,4,4,4,4
41,Hawaii,Region9_SanFrancisco,low,high,medium,medium,4,4,4,4
42,Hawaii,Region9_SanFrancisco,low,high,medium,medium,4,4,4,4
43,Hawaii,Region9_SanFrancisco,low,high,medium,medium,4,4,4,4
44,Hawaii,Region9_SanFrancisco,low,high,low,low,4,4,4,4
45,Hawaii,Region9_SanFrancisco,low,high,medium,low,4,4,4,4
46,Hawaii,Region9_SanFrancisco,low,high,medium,low,4,4,4,4
47,Hawaii,Region9_SanFrancisco,low,high,medium,medium,4,4,4,4
48,Hawaii,Region9_SanFrancisco,low,high,medium,medium,4,4,4,4
49,Hawaii,Region9_SanFrancisco,low,high,medium,medium,4,4,4,4
50,Hawaii,Region9_SanFrancisco,low,high,medium,medium,4,4,4,4
51,Hawaii,Region9_SanFrancisco,low,high,medium,low,4,4,4,4
52,Hawaii,Region9_SanFrancisco,low,high,medium,low,4,4,4,4
53,Hawaii,Region9_SanFrancisco,low,high,medium,low,4,4,4,4
54,Hawaii,Region9_SanFrancisco,low,high,medium,medium,4,4,4,4
55,Hawaii,Region9_SanFrancisco,low,high,medium,medium,4,4,4,4
56,Hawaii,Region9_SanFrancisco,low,high,medium,medium,4,4,4,4
57,Hawaii,Region9_SanFrancisco,low,high,medium,high,4,4,4,4
58,Hawaii,Region9_SanFrancisco,low,high,medium,low,4,4,4,4
59,Hawaii,Region9_SanFrancisco,low,high,low,low,4,4,4,4
60,Hawaii,Region9_SanFrancisco,low,high,low,low,4,4,4,4
61,Hawaii,Region9_SanFrancisco,low,high,low,low,4,4,4,4
62,Hawaii,Region9_SanFrancisco,low,high,low,low,4,4,4,4
63,Hawaii,Region9_SanFrancisco,low,high,low,low,4,4,4,4
64,Hawaii,Region9_SanFrancisco,low,high,medium,low,4,4,4,4
65,Hawaii,Region9_SanFrancisco,low,high,medium,low,4,4,4,4
66,Hawaii,Region9_SanFrancisco,low,high,medium,low,4,4,4,4
67,Hawaii,Region9_SanFrancisco,low,high,medium,low,4,4,4,4
68,Hawaii,Region9_SanFrancisco,low,high,medium,low,4,4,4,4
1,Iowa,Region7_KansasCity,low,medium,low,low,1,1,1,1
2,Iowa,Region7_KansasCity,low,medium,low,low,1,1,1,1
3,Iowa,Region7_KansasCity,low,medium,low,low,1,1,1,1
4,Iowa,Region7_KansasCity,low,medium,low,low,1,1,1,1
5,Iowa,Region7_KansasCity,low,medium,low,low,1,1,1,1
6,Iowa,Region7_KansasCity,low,medium,low,low,1,1,1,1
7,Iowa,Region7_KansasCity,low,medium,low,low,1,1,1,1
8,Iowa,Region7_KansasCity,low,medium,low,low,1,1,1,1
9,Iowa,Region7_KansasCity,low,medium,low,low,1,1,1,1
10,Iowa,Region7_KansasCity,low,medium,low,low,1,1,1,1
11,Iowa,Region7_KansasCity,low,medium,low,low,1,1,2,1
12,Iowa,Region7_KansasCity,low,medium,low,low,3,3,3,1
13,Iowa,Region7_KansasCity,low,medium,low,low,4,3,3,4
14,Iowa,Region7_KansasCity,low,medium,low,low,4,3,3,5
15,Iowa,Region7_KansasCity,low,medium,low,medium,4,4,3,5
16,Iowa,Region7_KansasCity,low,medium,medium,medium,4,4,3,5
17,Iowa,Region7_KansasCity,low,medium,medium,medium,4,4,4,5
18,Iowa,Region7_KansasCity,low,medium,medium,medium,4,4,4,5
19,Iowa,Region7_KansasCity,low,medium,medium,high,4,4,4,5
20,Iowa,Region7_KansasCity,low,medium,medium,high,4,4,4,5
21,Iowa,Region7_KansasCity,low,medium,medium,high,4,4,4,5
22,Iowa,Region7_KansasCity,low,medium,medium,high,4,4,4,5
23,Iowa,Region7_KansasCity,low,medium,medium,medium,3,3,3,5
